dump_id,symbol,start_ts,end_ts,pct_chg,vol_mult,dump_type,split
470,EDENUSDT,2026-05-22 06:00:00+00:00,2026-05-22 07:00:00+00:00,10.1572,152.9021,fast,test
471,EDENUSDT,2026-05-22 10:00:00+00:00,2026-05-22 11:00:00+00:00,14.5462,179.9536,fast,test
472,EDENUSDT,2026-05-22 18:00:00+00:00,2026-05-22 19:00:00+00:00,19.1698,157.9932,fast,test
473,EDENUSDT,2026-05-23 03:00:00+00:00,2026-05-23 04:00:00+00:00,18.6756,167.7989,fast,test
474,ENAUSDT,2024-06-17 01:00:00+00:00,2024-06-18 01:00:00+00:00,21.7437,2.0834,standard,train
475,ENAUSDT,2024-07-04 03:00:00+00:00,2024-07-05 03:00:00+00:00,22.2247,3.3341,standard,train
476,ENAUSDT,2024-07-07 11:00:00+00:00,2024-07-08 01:00:00+00:00,17.0163,3.3253,standard,train
477,ENAUSDT,2024-07-24 12:00:00+00:00,2024-07-25 03:00:00+00:00,16.4475,3.008,standard,train
478,ENAUSDT,2024-08-04 12:00:00+00:00,2024-08-05 10:00:00+00:00,26.6584,5.6996,standard,train
479,ENAUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,26.0595,3.1838,standard,train
480,ENAUSDT,2025-01-13 00:00:00+00:00,2025-01-13 18:00:00+00:00,16.716,2.9861,standard,train
481,ENAUSDT,2025-01-26 16:00:00+00:00,2025-01-27 10:00:00+00:00,15.109,2.0086,standard,train
482,ENAUSDT,2025-02-02 01:00:00+00:00,2025-02-03 01:00:00+00:00,25.5335,2.4689,standard,train
483,ENAUSDT,2025-04-02 14:00:00+00:00,2025-04-03 12:00:00+00:00,15.9453,2.0876,standard,train
484,ENAUSDT,2025-04-06 08:00:00+00:00,2025-04-07 06:00:00+00:00,16.6881,2.2006,standard,train
485,ENAUSDT,2025-07-31 08:00:00+00:00,2025-07-31 23:00:00+00:00,15.549,2.6638,standard,train
486,ENAUSDT,2025-10-10 13:00:00+00:00,2025-10-11 12:00:00+00:00,27.5967,5.1175,standard,train
487,ENAUSDT,2025-11-20 12:00:00+00:00,2025-11-21 11:00:00+00:00,17.3168,2.2563,standard,test
488,ENAUSDT,2026-01-30 18:00:00+00:00,2026-01-31 18:00:00+00:00,16.8698,3.3761,standard,test
489,ENAUSDT,2026-02-05 01:00:00+00:00,2026-02-06 00:00:00+00:00,17.0387,5.0905,standard,test
490,ENAUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,11.9252,31.6653,fast,train
491,ESPORTSUSDT,2025-07-31 00:00:00+00:00,2025-07-31 23:00:00+00:00,17.9987,3.0135,standard,train
492,ESPORTSUSDT,2025-08-04 09:00:00+00:00,2025-08-05 05:00:00+00:00,35.6948,2.3816,standard,train
493,ESPORTSUSDT,2025-10-09 22:00:00+00:00,2025-10-10 21:00:00+00:00,30.6164,2.4596,standard,train
494,ESPORTSUSDT,2025-10-12 21:00:00+00:00,2025-10-13 14:00:00+00:00,22.7926,2.6811,standard,train
495,ESPORTSUSDT,2025-11-07 05:00:00+00:00,2025-11-07 13:00:00+00:00,22.696,3.2954,standard,test
496,ESPORTSUSDT,2025-11-13 05:00:00+00:00,2025-11-13 11:00:00+00:00,35.9821,87.8527,standard,test
497,ESPORTSUSDT,2025-11-13 21:00:00+00:00,2025-11-14 03:00:00+00:00,23.1562,48.6321,standard,test
498,ESPORTSUSDT,2025-12-03 14:00:00+00:00,2025-12-04 11:00:00+00:00,15.2084,3.7497,standard,test
499,ESPORTSUSDT,2026-01-04 11:00:00+00:00,2026-01-05 11:00:00+00:00,18.6627,29.8578,standard,test
500,ESPORTSUSDT,2026-02-10 06:00:00+00:00,2026-02-11 05:00:00+00:00,17.763,2.2571,standard,test
501,ESPORTSUSDT,2026-04-19 21:00:00+00:00,2026-04-20 17:00:00+00:00,16.5165,2.0551,standard,test
502,ESPORTSUSDT,2026-04-24 17:00:00+00:00,2026-04-25 14:00:00+00:00,28.2988,13.9779,standard,test
503,ESPORTSUSDT,2026-05-19 11:00:00+00:00,2026-05-19 23:00:00+00:00,16.3776,24.6732,standard,test
504,ESPORTSUSDT,2026-05-20 23:00:00+00:00,2026-05-21 11:00:00+00:00,18.191,6.8626,standard,test
505,ESPORTSUSDT,2026-05-25 07:00:00+00:00,2026-05-26 00:00:00+00:00,93.3315,665.2653,standard,test
506,ESPORTSUSDT,2025-08-04 12:00:00+00:00,2025-08-04 13:00:00+00:00,13.9955,7.0435,fast,train
507,ESPORTSUSDT,2025-08-05 10:00:00+00:00,2025-08-05 11:00:00+00:00,10.6865,3.3542,fast,train
508,ESPORTSUSDT,2025-08-08 02:00:00+00:00,2025-08-08 03:00:00+00:00,29.8327,6.2591,fast,train
509,ESPORTSUSDT,2025-08-30 07:00:00+00:00,2025-08-30 08:00:00+00:00,16.7741,19.9073,fast,train
510,ESPORTSUSDT,2025-09-04 08:00:00+00:00,2025-09-04 09:00:00+00:00,10.5055,23.3928,fast,train
511,ESPORTSUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,23.4462,31.5524,fast,train
512,ESPORTSUSDT,2025-10-13 13:00:00+00:00,2025-10-13 14:00:00+00:00,10.2451,3.576,fast,train
513,ESPORTSUSDT,2025-11-04 16:00:00+00:00,2025-11-04 17:00:00+00:00,11.91,23.22,fast,test
514,ESPORTSUSDT,2025-11-13 06:00:00+00:00,2025-11-13 07:00:00+00:00,17.8449,209.2396,fast,test
515,ESPORTSUSDT,2026-05-25 10:00:00+00:00,2026-05-25 11:00:00+00:00,82.4533,821.7653,fast,test
516,ETHUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,23.7689,6.967,standard,train
517,ETHUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,16.184,3.3242,standard,train
518,ETHUSDT,2025-02-02 05:00:00+00:00,2025-02-03 04:00:00+00:00,21.3852,5.2578,standard,train
519,ETHUSDT,2025-03-02 22:00:00+00:00,2025-03-03 19:00:00+00:00,16.9119,2.6507,standard,train
520,ETHUSDT,2025-04-06 06:00:00+00:00,2025-04-07 06:00:00+00:00,20.4272,4.6105,standard,train
521,ETHUSDT,2026-02-05 00:00:00+00:00,2026-02-05 23:00:00+00:00,15.0803,6.6025,standard,test
522,ETHUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,11.5775,18.4562,fast,train
523,FETUSDT,2024-06-17 18:00:00+00:00,2024-06-18 13:00:00+00:00,18.138,3.025,standard,train
524,FETUSDT,2024-06-26 19:00:00+00:00,2024-06-27 18:00:00+00:00,16.0029,3.3648,standard,train
525,FETUSDT,2024-07-04 22:00:00+00:00,2024-07-05 08:00:00+00:00,16.1581,2.5192,standard,train
526,FETUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,27.9452,4.9865,standard,train
527,FETUSDT,2024-11-12 03:00:00+00:00,2024-11-13 03:00:00+00:00,22.0142,4.0545,standard,train
528,FETUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,21.3152,2.0094,standard,train
529,FETUSDT,2025-01-19 01:00:00+00:00,2025-01-20 00:00:00+00:00,15.0882,2.5799,standard,train
530,FETUSDT,2025-02-02 05:00:00+00:00,2025-02-03 04:00:00+00:00,33.6725,4.4285,standard,train
531,FETUSDT,2025-03-03 05:00:00+00:00,2025-03-04 02:00:00+00:00,21.5662,2.0014,standard,train
532,FETUSDT,2025-03-08 23:00:00+00:00,2025-03-09 21:00:00+00:00,15.8218,2.6564,standard,train
533,FETUSDT,2025-03-10 11:00:00+00:00,2025-03-11 00:00:00+00:00,21.6079,3.5805,standard,train
534,FETUSDT,2025-04-06 08:00:00+00:00,2025-04-07 06:00:00+00:00,18.2097,3.5604,standard,train
535,FETUSDT,2025-10-10 05:00:00+00:00,2025-10-10 22:00:00+00:00,37.4925,8.989,standard,train
536,FETUSDT,2025-10-13 22:00:00+00:00,2025-10-14 22:00:00+00:00,15.3743,6.3121,standard,train
537,FETUSDT,2025-11-02 23:00:00+00:00,2025-11-03 20:00:00+00:00,16.9988,2.1413,standard,test
538,FETUSDT,2025-11-08 08:00:00+00:00,2025-11-09 06:00:00+00:00,28.5714,3.2897,standard,test
539,FETUSDT,2025-11-20 14:00:00+00:00,2025-11-21 11:00:00+00:00,17.5365,2.3637,standard,test
540,FETUSDT,2026-02-04 23:00:00+00:00,2026-02-05 23:00:00+00:00,16.9101,2.8041,standard,test
541,FETUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,11.9701,11.2585,fast,train
542,FETUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,19.4085,56.2576,fast,train
543,FETUSDT,2025-11-08 08:00:00+00:00,2025-11-08 09:00:00+00:00,10.9055,8.1973,fast,test
544,FETUSDT,2025-11-08 14:00:00+00:00,2025-11-08 15:00:00+00:00,11.7219,8.1586,fast,test
545,FFUSDT,2026-04-10 18:00:00+00:00,2026-04-11 12:00:00+00:00,36.313,134.6857,standard,test
546,FFUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,18.1893,7.2515,fast,train
547,FFUSDT,2026-04-10 19:00:00+00:00,2026-04-10 20:00:00+00:00,11.5333,397.0431,fast,test
548,FILUSDT,2024-06-17 18:00:00+00:00,2024-06-18 17:00:00+00:00,17.0717,3.5771,standard,train
549,FILUSDT,2024-07-04 08:00:00+00:00,2024-07-05 08:00:00+00:00,17.6206,3.9727,standard,train
550,FILUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,19.9731,5.4618,standard,train
551,FILUSDT,2024-11-12 08:00:00+00:00,2024-11-13 06:00:00+00:00,15.139,3.8468,standard,train
552,FILUSDT,2024-12-09 00:00:00+00:00,2024-12-09 21:00:00+00:00,20.703,2.0518,standard,train
553,FILUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,22.6634,2.2133,standard,train
554,FILUSDT,2025-02-02 05:00:00+00:00,2025-02-03 04:00:00+00:00,33.3796,5.8349,standard,train
555,FILUSDT,2025-03-03 01:00:00+00:00,2025-03-04 01:00:00+00:00,16.1558,2.585,standard,train
556,FILUSDT,2025-04-06 06:00:00+00:00,2025-04-07 06:00:00+00:00,19.6918,4.8471,standard,train
557,FILUSDT,2025-10-10 12:00:00+00:00,2025-10-10 21:00:00+00:00,35.0914,8.0444,standard,train
558,FILUSDT,2025-11-02 23:00:00+00:00,2025-11-03 20:00:00+00:00,15.2461,2.963,standard,test
559,FILUSDT,2025-11-08 12:00:00+00:00,2025-11-09 06:00:00+00:00,24.7401,6.582,standard,test
560,FILUSDT,2025-11-11 03:00:00+00:00,2025-11-12 00:00:00+00:00,15.3398,2.4761,standard,test
561,FILUSDT,2026-01-30 18:00:00+00:00,2026-01-31 18:00:00+00:00,15.4752,2.4667,standard,test
562,FILUSDT,2026-02-05 00:00:00+00:00,2026-02-06 00:00:00+00:00,17.7312,4.1845,standard,test
563,FILUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,14.1707,18.0626,fast,train
564,FILUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,25.2868,30.4765,fast,train
565,FILUSDT,2025-11-07 23:00:00+00:00,2025-11-08 00:00:00+00:00,12.7445,16.5848,fast,test
566,GENIUSUSDT,2026-04-18 06:00:00+00:00,2026-04-19 06:00:00+00:00,30.0922,2.4356,standard,test
567,GENIUSUSDT,2026-05-24 12:00:00+00:00,2026-05-25 12:00:00+00:00,18.1267,6.9648,standard,test
568,GENIUSUSDT,2026-04-19 09:00:00+00:00,2026-04-19 10:00:00+00:00,12.3743,2.6429,fast,test
569,GRASSUSDT,2025-01-19 07:00:00+00:00,2025-01-20 02:00:00+00:00,16.8389,2.0448,standard,train
570,GRASSUSDT,2025-02-02 10:00:00+00:00,2025-02-03 02:00:00+00:00,31.4831,2.9398,standard,train
571,GRASSUSDT,2025-02-21 13:00:00+00:00,2025-02-21 15:00:00+00:00,16.0239,2.8766,standard,train
572,GRASSUSDT,2025-04-02 18:00:00+00:00,2025-04-03 14:00:00+00:00,24.491,2.5095,standard,train
573,GRASSUSDT,2025-04-05 18:00:00+00:00,2025-04-06 18:00:00+00:00,16.9084,2.5308,standard,train
574,GRASSUSDT,2025-04-08 13:00:00+00:00,2025-04-09 13:00:00+00:00,17.7849,2.3777,standard,train
575,GRASSUSDT,2025-05-14 11:00:00+00:00,2025-05-15 07:00:00+00:00,18.2639,14.9397,standard,train
576,GRASSUSDT,2025-05-18 14:00:00+00:00,2025-05-19 12:00:00+00:00,15.8467,3.6412,standard,train
577,GRASSUSDT,2025-06-11 15:00:00+00:00,2025-06-12 07:00:00+00:00,17.5366,2.0557,standard,train
578,GRASSUSDT,2025-06-30 11:00:00+00:00,2025-07-01 11:00:00+00:00,17.016,3.0899,standard,train
579,GRASSUSDT,2025-07-23 08:00:00+00:00,2025-07-24 06:00:00+00:00,19.8481,2.9583,standard,train
580,GRASSUSDT,2025-09-21 20:00:00+00:00,2025-09-22 14:00:00+00:00,23.3277,3.423,standard,train
581,GRASSUSDT,2025-09-29 20:00:00+00:00,2025-09-30 17:00:00+00:00,15.3983,2.2534,standard,train
582,GRASSUSDT,2025-10-10 13:00:00+00:00,2025-10-10 21:00:00+00:00,41.2746,4.1489,standard,train
583,GRASSUSDT,2025-11-20 16:00:00+00:00,2025-11-21 16:00:00+00:00,41.0221,27.8231,standard,test
584,GRASSUSDT,2026-01-14 20:00:00+00:00,2026-01-15 18:00:00+00:00,15.114,2.4138,standard,test
585,GRASSUSDT,2026-01-30 18:00:00+00:00,2026-01-31 18:00:00+00:00,15.6198,3.384,standard,test
586,GRASSUSDT,2026-02-05 00:00:00+00:00,2026-02-06 00:00:00+00:00,18.7868,4.3758,standard,test
587,GRASSUSDT,2026-02-27 09:00:00+00:00,2026-02-28 09:00:00+00:00,15.345,2.2522,standard,test
588,GRASSUSDT,2026-03-22 09:00:00+00:00,2026-03-22 16:00:00+00:00,17.4727,2.6826,standard,test
589,GRASSUSDT,2026-04-24 01:00:00+00:00,2026-04-25 00:00:00+00:00,22.04,4.5778,standard,test
590,GRASSUSDT,2026-05-26 16:00:00+00:00,2026-05-27 14:00:00+00:00,17.4761,9.647,standard,test
591,GRASSUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,13.0607,6.6973,fast,train
592,GRASSUSDT,2025-02-15 01:00:00+00:00,2025-02-15 02:00:00+00:00,12.1147,6.9778,fast,train
593,GRASSUSDT,2025-02-21 14:00:00+00:00,2025-02-21 15:00:00+00:00,13.3564,13.2218,fast,train
594,GRASSUSDT,2025-03-10 16:00:00+00:00,2025-03-10 17:00:00+00:00,10.4405,3.8645,fast,train
595,GRASSUSDT,2025-10-02 23:00:00+00:00,2025-10-03 00:00:00+00:00,10.9688,13.7113,fast,train
596,GRASSUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,28.7627,29.1507,fast,train
597,GRASSUSDT,2025-11-20 08:00:00+00:00,2025-11-20 09:00:00+00:00,11.9575,196.4084,fast,test
598,GRASSUSDT,2026-03-02 15:00:00+00:00,2026-03-02 16:00:00+00:00,10.8448,52.4376,fast,test
599,GUAUSDT,2026-01-16 01:00:00+00:00,2026-01-17 01:00:00+00:00,16.1821,2.2396,standard,test
600,GUAUSDT,2026-02-27 03:00:00+00:00,2026-02-27 17:00:00+00:00,23.1364,9.4442,standard,test
601,GUAUSDT,2026-04-30 15:00:00+00:00,2026-05-01 15:00:00+00:00,20.6371,4.134,standard,test
602,GUAUSDT,2026-05-13 05:00:00+00:00,2026-05-13 10:00:00+00:00,24.8881,6.4828,standard,test
603,GUAUSDT,2026-05-19 06:00:00+00:00,2026-05-20 05:00:00+00:00,20.4824,3.4581,standard,test
604,GUAUSDT,2026-05-22 17:00:00+00:00,2026-05-23 13:00:00+00:00,24.9854,3.9014,standard,test
605,GUAUSDT,2026-05-24 11:00:00+00:00,2026-05-25 11:00:00+00:00,20.1286,2.1219,standard,test
606,GUAUSDT,2026-05-26 17:00:00+00:00,2026-05-27 16:00:00+00:00,40.0526,18.3378,standard,test
607,GUAUSDT,2026-05-13 05:00:00+00:00,2026-05-13 06:00:00+00:00,10.1304,33.5752,fast,test
608,GUAUSDT,2026-05-20 13:00:00+00:00,2026-05-20 14:00:00+00:00,10.1701,7.0083,fast,test
609,GUAUSDT,2026-05-23 12:00:00+00:00,2026-05-23 13:00:00+00:00,11.2081,5.5516,fast,test
610,GUAUSDT,2026-05-26 08:00:00+00:00,2026-05-26 09:00:00+00:00,12.1985,14.3697,fast,test
611,GUAUSDT,2026-05-27 11:00:00+00:00,2026-05-27 12:00:00+00:00,10.6494,22.4416,fast,test
612,GUAUSDT,2026-05-27 15:00:00+00:00,2026-05-27 16:00:00+00:00,25.8007,139.2358,fast,test
613,HIGHUSDT,2024-06-08 03:00:00+00:00,2024-06-09 03:00:00+00:00,46.6739,14.5979,standard,train
614,HIGHUSDT,2024-06-17 01:00:00+00:00,2024-06-18 01:00:00+00:00,22.4351,5.1125,standard,train
615,HIGHUSDT,2024-07-04 05:00:00+00:00,2024-07-05 02:00:00+00:00,26.0088,2.14,standard,train
616,HIGHUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,24.9734,3.6772,standard,train
617,HIGHUSDT,2024-11-12 08:00:00+00:00,2024-11-13 05:00:00+00:00,15.1099,4.0956,standard,train
618,HIGHUSDT,2024-12-09 16:00:00+00:00,2024-12-10 15:00:00+00:00,22.46,2.4912,standard,train
619,HIGHUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,21.4986,2.1952,standard,train
620,HIGHUSDT,2025-01-19 02:00:00+00:00,2025-01-20 00:00:00+00:00,15.0736,2.5933,standard,train
621,HIGHUSDT,2025-02-02 08:00:00+00:00,2025-02-03 04:00:00+00:00,34.2059,6.9488,standard,train
622,HIGHUSDT,2025-03-03 05:00:00+00:00,2025-03-04 01:00:00+00:00,18.6712,2.6871,standard,train
623,HIGHUSDT,2025-03-08 19:00:00+00:00,2025-03-09 18:00:00+00:00,15.4772,2.1716,standard,train
624,HIGHUSDT,2025-03-10 12:00:00+00:00,2025-03-11 00:00:00+00:00,16.5989,2.8753,standard,train
625,HIGHUSDT,2025-04-06 08:00:00+00:00,2025-04-07 06:00:00+00:00,20.1255,5.3987,standard,train
626,HIGHUSDT,2025-04-19 15:00:00+00:00,2025-04-20 10:00:00+00:00,16.9286,48.8114,standard,train
627,HIGHUSDT,2025-10-10 05:00:00+00:00,2025-10-11 01:00:00+00:00,37.3638,7.6705,standard,train
628,HIGHUSDT,2025-10-16 12:00:00+00:00,2025-10-17 08:00:00+00:00,16.1355,2.8575,standard,train
629,HIGHUSDT,2025-11-08 16:00:00+00:00,2025-11-09 14:00:00+00:00,22.1805,41.7135,standard,test
630,HIGHUSDT,2025-11-20 12:00:00+00:00,2025-11-21 11:00:00+00:00,17.3191,2.8781,standard,test
631,HIGHUSDT,2026-04-18 09:00:00+00:00,2026-04-19 05:00:00+00:00,49.7581,394.5395,standard,test
632,HIGHUSDT,2026-04-19 08:00:00+00:00,2026-04-19 23:00:00+00:00,38.1848,155.3685,standard,test
633,HIGHUSDT,2026-04-20 05:00:00+00:00,2026-04-20 14:00:00+00:00,19.3453,70.9898,standard,test
634,HIGHUSDT,2026-04-22 07:00:00+00:00,2026-04-23 07:00:00+00:00,18.7737,17.8617,standard,test
635,HIGHUSDT,2026-04-25 07:00:00+00:00,2026-04-26 04:00:00+00:00,16.015,10.4959,standard,test
636,HIGHUSDT,2026-04-26 08:00:00+00:00,2026-04-27 05:00:00+00:00,24.876,19.9832,standard,test
637,HIGHUSDT,2026-05-05 23:00:00+00:00,2026-05-06 16:00:00+00:00,20.0887,2.6234,standard,test
638,HIGHUSDT,2026-05-25 17:00:00+00:00,2026-05-26 17:00:00+00:00,24.2247,4.4026,standard,test
639,HIGHUSDT,2024-06-08 03:00:00+00:00,2024-06-08 04:00:00+00:00,10.5247,14.8448,fast,train
640,HIGHUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,13.1092,23.9612,fast,train
641,HIGHUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,17.1196,69.8138,fast,train
642,HIGHUSDT,2025-11-30 23:00:00+00:00,2025-12-01 00:00:00+00:00,10.9557,26.7331,fast,test
643,HIGHUSDT,2026-04-18 13:00:00+00:00,2026-04-18 14:00:00+00:00,11.1015,566.9634,fast,test
644,HIGHUSDT,2026-04-18 17:00:00+00:00,2026-04-18 18:00:00+00:00,17.0822,603.2899,fast,test
645,HIGHUSDT,2026-04-19 00:00:00+00:00,2026-04-19 01:00:00+00:00,11.344,412.7232,fast,test
646,HIGHUSDT,2026-04-19 08:00:00+00:00,2026-04-19 09:00:00+00:00,25.5121,655.3559,fast,test
647,HIGHUSDT,2026-04-26 08:00:00+00:00,2026-04-26 09:00:00+00:00,12.8987,129.7141,fast,test
648,HIGHUSDT,2026-05-06 03:00:00+00:00,2026-05-06 04:00:00+00:00,11.6924,14.6316,fast,test
649,HYPEUSDT,2025-10-10 13:00:00+00:00,2025-10-11 01:00:00+00:00,17.903,3.9239,standard,train
650,HYPEUSDT,2025-11-20 11:00:00+00:00,2025-11-21 11:00:00+00:00,17.3136,2.159,standard,test
651,HYPEUSDT,2026-01-29 13:00:00+00:00,2026-01-30 02:00:00+00:00,15.7646,4.8681,standard,test
652,ICPUSDT,2024-06-17 01:00:00+00:00,2024-06-18 01:00:00+00:00,15.0873,2.6293,standard,train
653,ICPUSDT,2024-07-04 04:00:00+00:00,2024-07-05 03:00:00+00:00,16.5893,3.7522,standard,train
654,ICPUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,18.557,3.802,standard,train
655,ICPUSDT,2024-11-12 08:00:00+00:00,2024-11-13 06:00:00+00:00,15.2769,4.1075,standard,train
656,ICPUSDT,2024-12-09 18:00:00+00:00,2024-12-10 17:00:00+00:00,18.0901,2.476,standard,train
657,ICPUSDT,2024-12-19 13:00:00+00:00,2024-12-20 11:00:00+00:00,19.4532,2.0894,standard,train
658,ICPUSDT,2025-02-02 05:00:00+00:00,2025-02-03 04:00:00+00:00,27.3298,4.5881,standard,train
659,ICPUSDT,2025-03-03 01:00:00+00:00,2025-03-04 01:00:00+00:00,17.0153,2.1731,standard,train
660,ICPUSDT,2025-04-06 06:00:00+00:00,2025-04-07 06:00:00+00:00,15.9547,3.6309,standard,train
661,ICPUSDT,2025-10-10 12:00:00+00:00,2025-10-10 22:00:00+00:00,36.0243,7.6497,standard,train
662,ICPUSDT,2025-11-04 19:00:00+00:00,2025-11-05 10:00:00+00:00,19.5114,11.4307,standard,test
663,ICPUSDT,2025-11-08 20:00:00+00:00,2025-11-09 12:00:00+00:00,24.0655,9.5552,standard,test
664,ICPUSDT,2025-11-09 19:00:00+00:00,2025-11-10 15:00:00+00:00,16.1924,5.5974,standard,test
665,ICPUSDT,2025-11-11 03:00:00+00:00,2025-11-12 00:00:00+00:00,19.1695,3.9625,standard,test
666,ICPUSDT,2026-02-05 00:00:00+00:00,2026-02-06 00:00:00+00:00,15.3552,3.0581,standard,test
667,ICPUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,13.3996,15.8826,fast,train
668,ICPUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,22.4844,51.4831,fast,train
669,ICPUSDT,2025-11-09 01:00:00+00:00,2025-11-09 02:00:00+00:00,11.5544,22.2601,fast,test
670,INJUSDT,2024-06-17 01:00:00+00:00,2024-06-18 01:00:00+00:00,19.7895,4.3656,standard,train
671,INJUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,25.7932,4.9535,standard,train
672,INJUSDT,2024-10-01 03:00:00+00:00,2024-10-02 00:00:00+00:00,17.1124,2.529,standard,train
673,INJUSDT,2024-12-09 18:00:00+00:00,2024-12-10 17:00:00+00:00,17.6071,2.2812,standard,train
674,INJUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,24.3077,2.2229,standard,train
675,INJUSDT,2025-01-19 02:00:00+00:00,2025-01-20 00:00:00+00:00,16.936,3.1004,standard,train
676,INJUSDT,2025-02-02 05:00:00+00:00,2025-02-03 02:00:00+00:00,32.7844,4.2648,standard,train
677,INJUSDT,2025-02-24 11:00:00+00:00,2025-02-25 09:00:00+00:00,15.3268,2.4993,standard,train
678,INJUSDT,2025-03-03 05:00:00+00:00,2025-03-04 02:00:00+00:00,22.532,2.0449,standard,train
679,INJUSDT,2025-03-09 04:00:00+00:00,2025-03-09 22:00:00+00:00,15.9986,2.1778,standard,train
680,INJUSDT,2025-03-10 11:00:00+00:00,2025-03-11 00:00:00+00:00,18.3644,2.63,standard,train
681,INJUSDT,2025-04-06 08:00:00+00:00,2025-04-07 06:00:00+00:00,21.1898,3.6497,standard,train
682,INJUSDT,2025-05-30 09:00:00+00:00,2025-05-31 02:00:00+00:00,18.9182,2.4118,standard,train
683,INJUSDT,2025-10-10 13:00:00+00:00,2025-10-10 21:00:00+00:00,37.2223,7.8242,standard,train
684,INJUSDT,2025-10-16 10:00:00+00:00,2025-10-17 08:00:00+00:00,15.5286,2.7779,standard,train
685,INJUSDT,2025-11-20 12:00:00+00:00,2025-11-21 11:00:00+00:00,20.8643,2.675,standard,test
686,INJUSDT,2026-01-30 18:00:00+00:00,2026-01-31 18:00:00+00:00,15.9449,2.6544,standard,test
687,INJUSDT,2026-02-05 01:00:00+00:00,2026-02-06 00:00:00+00:00,16.3388,5.7786,standard,test
688,INJUSDT,2026-05-13 10:00:00+00:00,2026-05-14 02:00:00+00:00,16.0869,14.589,standard,test
689,INJUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,12.7444,11.6747,fast,train
690,INJUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,25.7052,59.0629,fast,train
691,IOUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,25.4923,3.4479,standard,train
692,IOUSDT,2024-08-07 08:00:00+00:00,2024-08-08 00:00:00+00:00,17.1867,2.314,standard,train
693,IOUSDT,2024-10-01 03:00:00+00:00,2024-10-01 22:00:00+00:00,19.2691,2.4286,standard,train
694,IOUSDT,2024-10-25 11:00:00+00:00,2024-10-26 01:00:00+00:00,15.3963,2.064,standard,train
695,IOUSDT,2024-11-12 03:00:00+00:00,2024-11-13 03:00:00+00:00,15.289,3.6719,standard,train
696,IOUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,26.3106,2.6631,standard,train
697,IOUSDT,2025-01-19 02:00:00+00:00,2025-01-20 00:00:00+00:00,15.4971,2.1005,standard,train
698,IOUSDT,2025-02-01 03:00:00+00:00,2025-02-02 03:00:00+00:00,33.6209,4.172,standard,train
699,IOUSDT,2025-02-03 22:00:00+00:00,2025-02-04 21:00:00+00:00,15.331,2.912,standard,train
700,IOUSDT,2025-03-10 11:00:00+00:00,2025-03-11 00:00:00+00:00,17.602,2.3945,standard,train
701,IOUSDT,2025-04-06 08:00:00+00:00,2025-04-07 06:00:00+00:00,16.6267,2.9305,standard,train
702,IOUSDT,2025-07-23 08:00:00+00:00,2025-07-24 06:00:00+00:00,15.0847,2.0739,standard,train
703,IOUSDT,2025-09-15 06:00:00+00:00,2025-09-16 01:00:00+00:00,15.1528,4.7288,standard,train
704,IOUSDT,2025-10-10 12:00:00+00:00,2025-10-11 01:00:00+00:00,42.4693,6.7071,standard,train
705,IOUSDT,2025-11-20 12:00:00+00:00,2025-11-21 11:00:00+00:00,19.0893,2.4638,standard,test
